product_id;category;price;ratings
244;Electronics;422;2.6
245;Electronics;322;1.6
246;Electronics;675;1.7
247;Beauty;480;4.6
248;Beauty;413;1.6
249;Electronics;750;3.4
250;Beauty;57;2.5
251;Beauty;211;1.2
252;Clothing;390;3.8
253;Home & Kitchen;121;3.7
254;Beauty;623;1.5
255;Beauty;382;4.1
256;Electronics;194;2.0
257;Electronics;248;1.5
258;Beauty;772;4.6
259;Clothing;111;2.5
260;Clothing;378;3.0
261;Clothing;540;1.9
262;Beauty;817;4.4
263;Beauty;689;1.1
264;Clothing;471;1.8
265;Clothing;991;4.8
266;Home & Kitchen;127;2.1
267;Beauty;665;4.0
268;Home & Kitchen;839;4.8
269;Clothing;66;2.9
270;Electronics;960;2.9
271;Beauty;817;2.4
272;Electronics;583;4.0
273;Electronics;809;1.4
274;Beauty;861;3.0
275;Home & Kitchen;625;4.9
276;Electronics;647;4.5
277;Electronics;482;3.6
278;Home & Kitchen;683;4.2
279;Clothing;869;4.9
280;Electronics;13;3.2
281;Clothing;349;4.5
282;Clothing;542;4.5
283;Electronics;912;1.7
284;Electronics;952;1.4
285;Clothing;723;4.3
286;Beauty;483;3.3
287;Home & Kitchen;752;2.4
288;Electronics;74;2.5
289;Beauty;239;1.0
290;Clothing;36;1.9
291;Beauty;857;2.5
292;Clothing;140;4.1
293;Clothing;938;2.5
294;Electronics;547;2.9
295;Clothing;62;2.0
296;Clothing;21;4.7
297;Electronics;365;3.3
298;Electronics;182;1.1
299;Home & Kitchen;960;3.0
300;Electronics;441;3.0
301;Electronics;42;2.1
302;Clothing;628;3.1
303;Electronics;843;3.8
304;Electronics;823;3.4
305;Beauty;952;3.0
306;Electronics;379;3.1
307;Beauty;335;1.2
308;Electronics;912;2.3
309;Electronics;215;1.6
310;Beauty;801;2.2
311;Electronics;912;3.6
312;Clothing;845;4.9
313;Home & Kitchen;731;3.4
314;Clothing;935;2.7
315;Beauty;613;2.3
316;Clothing;872;2.8
317;Beauty;383;2.0
318;Home & Kitchen;967;2.4
319;Beauty;219;2.0
320;Beauty;218;1.7
321;Home & Kitchen;723;2.5
322;Electronics;596;4.1
323;Home & Kitchen;136;4.2
324;Electronics;233;2.5
325;Beauty;490;4.5
326;Clothing;464;4.7
327;Home & Kitchen;541;2.0
328;Electronics;989;2.2
329;Electronics;129;4.2
330;Home & Kitchen;317;3.3
331;Beauty;475;4.4
332;Beauty;681;2.0
333;Clothing;990;1.9
334;Home & Kitchen;828;2.9
335;Electronics;159;3.6
336;Electronics;764;1.5
337;Home & Kitchen;170;3.0
338;Clothing;960;3.3
339;Electronics;326;2.8
340;Clothing;472;2.2
341;Beauty;248;4.1
342;Clothing;379;3.2
343;Home & Kitchen;468;3.5
344;Electronics;325;2.1
345;Clothing;39;2.0
346;Electronics;414;1.8
347;Clothing;38;3.8
348;Home & Kitchen;114;2.2
349;Clothing;980;2.9
350;Electronics;376;1.9
351;Beauty;680;3.8
352;Home & Kitchen;890;2.0
353;Electronics;582;4.6
354;Electronics;915;2.1
355;Clothing;763;1.3
356;Home & Kitchen;967;4.8
357;Electronics;907;1.8
358;Beauty;707;3.0
359;Electronics;36;2.6
360;Beauty;48;1.6
361;Clothing;756;2.7
362;Beauty;459;1.4
363;Home & Kitchen;30;4.9
364;Clothing;156;3.9
365;Home & Kitchen;105;3.9
366;Clothing;298;1.5
367;Beauty;244;3.1
368;Electronics;56;1.5
369;Clothing;464;2.9
370;Electronics;748;2.7
371;Electronics;115;4.7
372;Home & Kitchen;776;1.5
373;Beauty;184;2.5
374;Electronics;461;3.1
375;Home & Kitchen;616;2.4
376;Beauty;361;1.4
377;Home & Kitchen;767;3.3
378;Beauty;166;2.4
379;Electronics;962;2.6
380;Home & Kitchen;307;1.5
381;Home & Kitchen;971;4.6
382;Clothing;618;4.4
383;Electronics;692;4.2
384;Home & Kitchen;467;3.1
385;Beauty;402;4.8
386;Clothing;632;3.0
387;Home & Kitchen;285;4.6
388;Beauty;703;1.2
389;Home & Kitchen;445;1.5
390;Home & Kitchen;833;2.1
391;Electronics;27;4.1
392;Clothing;419;3.8
393;Clothing;883;2.3
394;Clothing;673;1.5
395;Clothing;194;3.3
396;Beauty;12;3.7
397;Electronics;170;4.2
398;Beauty;991;3.8
399;Electronics;861;3.9
400;Electronics;998;3.0
401;Clothing;371;3.9
402;Home & Kitchen;594;1.9
403;Clothing;556;3.9
404;Electronics;795;3.6
405;Beauty;624;2.0
406;Home & Kitchen;170;2.6
407;Beauty;210;4.0
408;Beauty;911;1.7
409;Home & Kitchen;357;3.2
410;Beauty;273;3.3
411;Beauty;619;3.4
412;Beauty;455;4.9
413;Home & Kitchen;376;2.7
414;Electronics;132;4.0
415;Home & Kitchen;136;4.4
416;Electronics;852;4.6
417;Beauty;970;3.9
418;Home & Kitchen;165;3.0
419;Electronics;304;3.5
420;Electronics;933;3.6
421;Beauty;395;4.2
422;Clothing;846;1.9
423;Clothing;136;2.1
424;Electronics;148;3.4
425;Home & Kitchen;301;1.4
426;Clothing;994;4.0
427;Electronics;99;4.8
428;Electronics;874;3.5
429;Clothing;753;4.2
430;Home & Kitchen;647;3.6
431;Beauty;940;4.4
432;Home & Kitchen;315;3.6
433;Beauty;571;2.4
434;Home & Kitchen;575;4.2
435;Home & Kitchen;132;2.6
436;Clothing;62;4.5
437;Electronics;319;3.3
438;Electronics;911;4.6
439;Clothing;92;4.2
440;Beauty;558;1.5
441;Beauty;368;2.6
442;Clothing;508;4.2
443;Electronics;545;3.8
444;Home & Kitchen;669;1.8
445;Beauty;885;3.8
446;Electronics;174;4.8
447;Home & Kitchen;880;2.6
448;Home & Kitchen;958;1.1
449;Clothing;28;1.5
450;Home & Kitchen;297;1.8
451;Home & Kitchen;418;2.9
452;Clothing;310;2.9
453;Beauty;666;1.3
454;Clothing;333;4.9
455;Electronics;96;3.1
456;Electronics;356;3.4
457;Electronics;32;2.8
458;Electronics;603;1.3
459;Electronics;476;2.9
460;Beauty;478;2.4
461;Home & Kitchen;80;3.0
462;Home & Kitchen;154;2.5
463;Beauty;378;3.0
464;Home & Kitchen;956;4.0
465;Clothing;608;3.1
466;Home & Kitchen;782;3.5
467;Electronics;685;1.0
468;Electronics;778;2.3
469;Electronics;494;1.3
470;Clothing;709;1.4
471;Electronics;904;4.0
472;Clothing;955;4.6
473;Clothing;449;1.0
474;Home & Kitchen;413;4.4
475;Beauty;735;2.9
476;Clothing;598;1.7
477;Beauty;149;4.8
478;Home & Kitchen;586;4.6
479;Electronics;431;1.6
480;Clothing;591;3.3
481;Electronics;254;4.2
482;Home & Kitchen;996;2.5
483;Clothing;224;1.0
484;Beauty;995;4.2
485;Home & Kitchen;627;4.2
486;Home & Kitchen;861;3.9
487;Electronics;145;3.8
488;Clothing;224;4.2
489;Electronics;979;1.0
490;Electronics;859;3.8
491;Clothing;276;4.7
492;Electronics;432;3.6
493;Beauty;709;1.8
494;Clothing;696;1.6
495;Beauty;814;4.8
496;Home & Kitchen;818;5.0
497;Beauty;831;2.3
498;Clothing;669;3.8
499;Electronics;362;1.0
500;Electronics;556;4.2
501;Clothing;158;3.3
502;Beauty;556;4.6
503;Electronics;520;4.2
504;Home & Kitchen;90;2.9
505;Electronics;773;4.6
506;Beauty;515;4.3
507;Home & Kitchen;402;2.2
508;Clothing;814;1.8
509;Home & Kitchen;253;1.7
510;Clothing;867;2.1
511;Clothing;733;4.5
512;Clothing;202;3.2
513;Beauty;526;4.0
514;Beauty;539;1.6
515;Home & Kitchen;184;3.3
516;Clothing;706;4.1
517;Electronics;642;4.2
518;Beauty;221;2.5
519;Electronics;236;1.9
520;Beauty;392;2.0
521;Electronics;191;1.7
522;Clothing;643;3.2
523;Beauty;874;4.5
524;Clothing;700;2.3
525;Clothing;737;2.1
526;Electronics;853;3.9
527;Beauty;336;4.0
528;Home & Kitchen;984;2.2
529;Beauty;696;2.1
530;Beauty;695;4.9
531;Beauty;970;1.3
532;Electronics;749;3.2
533;Beauty;87;4.5
534;Electronics;721;1.3
535;Electronics;176;1.7
536;Electronics;766;1.5
537;Electronics;750;2.4
538;Clothing;448;3.7
539;Electronics;520;3.3
540;Home & Kitchen;430;3.6
541;Beauty;34;2.7
542;Beauty;733;3.6
543;Electronics;408;3.5
544;Clothing;306;3.5
545;Clothing;100;2.3
546;Home & Kitchen;82;2.7
547;Clothing;255;4.3
548;Beauty;920;2.5
549;Electronics;138;4.9
550;Home & Kitchen;102;1.5
551;Electronics;474;1.9
552;Electronics;172;1.2
553;Clothing;305;4.1
554;Beauty;166;3.4
555;Beauty;102;3.4
556;Home & Kitchen;625;2.4
557;Clothing;693;4.3
558;Electronics;700;2.8
559;Beauty;690;1.5
560;Clothing;871;2.6
561;Electronics;970;4.5
562;Clothing;715;2.2
563;Home & Kitchen;153;2.6
564;Beauty;186;3.9
565;Clothing;104;2.7
566;Clothing;228;4.4
567;Clothing;196;4.8
568;Clothing;399;4.5
569;Beauty;477;3.8
570;Electronics;88;4.4
571;Electronics;246;2.9
572;Beauty;543;2.4
573;Electronics;93;1.8
574;Home & Kitchen;583;4.6
575;Beauty;45;1.9
576;Home & Kitchen;170;1.8
577;Beauty;430;4.7
578;Beauty;410;3.8
579;Home & Kitchen;185;3.0
580;Home & Kitchen;530;3.2
581;Home & Kitchen;619;3.4
582;Beauty;506;4.2
583;Beauty;139;2.2
584;Beauty;11;1.9
585;Beauty;804;1.5
586;Beauty;594;4.6
587;Clothing;294;2.3
588;Beauty;21;4.6
589;Beauty;902;1.2
590;Electronics;263;3.8
591;Home & Kitchen;560;4.6
592;Electronics;770;2.8
593;Home & Kitchen;774;1.5
594;Home & Kitchen;964;2.2
595;Electronics;229;3.3
596;Beauty;798;4.7
597;Home & Kitchen;289;2.5
598;Home & Kitchen;467;4.6
599;Home & Kitchen;226;3.4
600;Beauty;360;2.3
601;Electronics;776;1.9
602;Beauty;705;1.4
603;Clothing;738;4.4
604;Home & Kitchen;100;4.7
605;Home & Kitchen;480;3.4
606;Electronics;228;1.5
607;Home & Kitchen;661;1.9
608;Electronics;337;3.7
609;Home & Kitchen;644;2.0
610;Beauty;760;2.9
611;Electronics;770;2.8
612;Clothing;760;1.2
613;Clothing;114;1.3
614;Beauty;755;3.8
615;Home & Kitchen;417;3.4
616;Electronics;689;3.4
617;Clothing;664;1.8
618;Beauty;110;1.7
619;Home & Kitchen;810;1.6
620;Electronics;129;2.5
621;Beauty;601;1.2
622;Electronics;130;3.4
623;Beauty;788;4.6
624;Electronics;210;2.4
625;Clothing;185;3.9
626;Electronics;955;3.8
627;Clothing;957;1.3
628;Electronics;507;4.9
629;Beauty;363;4.4
630;Home & Kitchen;422;1.0
631;Electronics;324;3.6
632;Electronics;816;2.6
633;Home & Kitchen;617;3.6
634;Clothing;670;4.3
635;Beauty;218;2.1
636;Clothing;114;1.1
637;Electronics;971;4.5
638;Home & Kitchen;367;1.0
639;Clothing;868;1.4
640;Electronics;963;4.8
641;Clothing;608;3.3
642;Electronics;19;3.6
643;Home & Kitchen;191;1.6
644;Beauty;692;2.1
645;Beauty;169;3.4
646;Home & Kitchen;271;2.2
647;Electronics;855;1.6
648;Home & Kitchen;457;3.0
649;Home & Kitchen;933;4.3
650;Electronics;117;2.3
651;Beauty;779;1.8
652;Clothing;860;2.8
653;Home & Kitchen;383;2.5
654;Beauty;437;4.1
655;Electronics;37;1.2
656;Electronics;693;2.2
657;Home & Kitchen;891;2.2
658;Home & Kitchen;851;2.8
659;Clothing;447;5.0
660;Home & Kitchen;201;3.3
661;Clothing;113;2.8
662;Beauty;789;1.2
663;Clothing;359;3.7
664;Clothing;341;2.3
665;Home & Kitchen;341;3.6
666;Beauty;602;1.2
667;Clothing;59;2.6
668;Home & Kitchen;48;3.3
669;Clothing;248;2.4
670;Home & Kitchen;303;1.5
671;Electronics;801;3.0
672;Home & Kitchen;724;2.1
673;Electronics;683;4.6
674;Home & Kitchen;227;4.5
675;Beauty;399;1.5
676;Clothing;316;4.2
677;Electronics;353;4.3
678;Electronics;327;4.7
679;Clothing;730;2.0
680;Electronics;146;3.4
681;Beauty;175;2.3
682;Home & Kitchen;597;3.7
683;Clothing;137;3.5
684;Home & Kitchen;928;1.1
685;Clothing;717;1.2
686;Electronics;209;2.3
687;Electronics;34;4.1
688;Electronics;796;1.7
689;Beauty;274;5.0
690;Home & Kitchen;391;1.5
691;Clothing;602;1.1
692;Clothing;289;4.5
693;Beauty;658;2.5
694;Beauty;877;4.1
695;Electronics;831;1.9
696;Electronics;52;1.7
697;Clothing;874;1.5
698;Clothing;482;3.5
699;Electronics;407;2.6
700;Beauty;142;4.6
701;Beauty;354;1.8
702;Clothing;411;3.4
703;Electronics;757;4.9
704;Electronics;148;1.9
705;Home & Kitchen;893;4.9
706;Clothing;896;2.4
707;Beauty;566;2.7
708;Electronics;234;1.9
709;Clothing;79;2.2
710;Clothing;490;2.3
711;Electronics;620;1.3
712;Electronics;760;1.8
713;Beauty;272;1.3
714;Home & Kitchen;69;4.2
715;Beauty;830;1.6
716;Home & Kitchen;85;1.5
717;Clothing;404;3.9
718;Beauty;563;1.6
719;Clothing;242;4.2
720;Beauty;980;3.2
721;Home & Kitchen;995;4.6
722;Electronics;877;4.6
723;Electronics;501;1.5
724;Beauty;54;3.1
725;Home & Kitchen;357;4.3
726;Beauty;147;2.9
727;Clothing;329;1.8
728;Electronics;410;2.8
729;Electronics;859;4.7
730;Clothing;164;4.1
731;Home & Kitchen;326;3.6
732;Beauty;671;1.7
733;Electronics;402;4.3
734;Clothing;89;4.9
735;Electronics;449;3.3
736;Electronics;615;2.6
737;Beauty;262;4.1
738;Electronics;52;1.1
739;Electronics;151;1.9
740;Clothing;455;1.7
741;Electronics;279;4.2
742;Clothing;553;2.6
743;Home & Kitchen;652;1.2
744;Home & Kitchen;979;3.7
745;Home & Kitchen;825;2.2
746;Home & Kitchen;824;4.0
747;Electronics;903;2.6
748;Beauty;225;1.3
749;Home & Kitchen;514;2.2
750;Beauty;550;2.4
751;Clothing;415;4.3
752;Electronics;471;2.4
753;Clothing;735;1.7
754;Home & Kitchen;185;1.6
755;Clothing;561;1.7
756;Home & Kitchen;640;3.2
757;Home & Kitchen;185;3.2
758;Beauty;590;1.8
759;Beauty;316;2.1
760;Clothing;711;1.0
761;Clothing;432;2.9
762;Clothing;459;2.6
763;Electronics;654;3.1
764;Home & Kitchen;279;2.1
765;Electronics;639;2.9
766;Beauty;216;2.6
767;Electronics;845;2.0
768;Beauty;543;2.9
769;Clothing;606;1.6
770;Home & Kitchen;835;3.3
771;Home & Kitchen;887;2.4
772;Beauty;871;2.3
773;Clothing;239;5.0
774;Beauty;801;4.7
775;Clothing;828;4.1
776;Home & Kitchen;610;3.8
777;Electronics;32;4.6
778;Clothing;464;2.9
779;Clothing;617;2.0
780;Beauty;713;4.3
781;Home & Kitchen;877;4.1
782;Home & Kitchen;154;4.8
783;Clothing;705;2.8
784;Beauty;681;2.9
785;Home & Kitchen;182;2.1
786;Electronics;978;2.1
787;Beauty;758;3.1
788;Clothing;404;2.1
789;Home & Kitchen;92;2.5
790;Electronics;106;2.2
791;Beauty;277;3.2
792;Clothing;504;4.0
793;Clothing;870;3.8
794;Beauty;707;1.3
795;Clothing;499;3.4
796;Home & Kitchen;466;3.4
797;Electronics;979;1.9
798;Beauty;887;4.0
799;Electronics;382;4.4
800;Electronics;379;1.2
801;Beauty;924;1.8
802;Home & Kitchen;350;1.4
803;Beauty;420;3.0
804;Electronics;599;2.7
805;Electronics;414;3.4
806;Electronics;972;1.7
807;Home & Kitchen;471;2.2
808;Electronics;821;1.1
809;Beauty;464;3.9
810;Beauty;836;1.7
811;Beauty;545;3.1
812;Beauty;177;2.8
813;Clothing;788;4.4
814;Home & Kitchen;561;3.8
815;Beauty;261;4.3
816;Home & Kitchen;737;3.3
817;Home & Kitchen;693;1.8
818;Beauty;991;3.5
819;Home & Kitchen;400;1.6
820;Beauty;401;4.0
821;Clothing;693;3.8
822;Beauty;300;4.0
823;Electronics;660;2.5
824;Electronics;796;2.2
825;Electronics;484;4.4
826;Beauty;647;2.1
827;Home & Kitchen;852;1.7
828;Clothing;530;1.5
829;Clothing;259;1.3
830;Beauty;939;3.6
831;Electronics;786;2.2
832;Electronics;91;3.5
833;Beauty;399;1.9
834;Home & Kitchen;289;2.8
835;Clothing;104;4.0
836;Home & Kitchen;699;3.3
837;Home & Kitchen;719;2.5
838;Clothing;865;4.7
839;Home & Kitchen;105;4.5
840;Clothing;48;2.9
841;Beauty;211;1.5
842;Home & Kitchen;459;4.9
843;Electronics;204;4.8
844;Electronics;917;4.4
845;Home & Kitchen;954;1.1
846;Electronics;554;3.0
847;Clothing;958;4.0
848;Clothing;367;4.2
849;Electronics;733;2.8
850;Electronics;858;3.0
851;Home & Kitchen;974;1.2
852;Electronics;626;4.0
853;Beauty;276;3.0
854;Electronics;56;4.3
855;Beauty;789;2.9
856;Home & Kitchen;586;2.5
857;Clothing;286;4.2
858;Beauty;676;1.5
859;Electronics;137;2.6
860;Clothing;734;1.4
861;Home & Kitchen;704;5.0
862;Home & Kitchen;493;5.0
863;Electronics;38;1.2
864;Home & Kitchen;933;1.1
865;Electronics;61;4.2
866;Home & Kitchen;382;2.5
867;Beauty;612;2.0
868;Clothing;973;2.1
869;Clothing;589;1.3
870;Electronics;191;1.3
871;Clothing;288;4.6
872;Home & Kitchen;970;3.9
873;Beauty;710;3.9
874;Clothing;853;3.8
875;Clothing;931;3.6
876;Electronics;436;4.6
877;Electronics;717;2.8
878;Electronics;766;1.2
879;Clothing;80;4.6
880;Electronics;573;4.6
881;Electronics;134;4.7
882;Beauty;944;2.1
883;Home & Kitchen;842;4.7
884;Clothing;332;2.9
885;Beauty;861;1.1
886;Electronics;662;4.4
887;Beauty;565;3.3
888;Beauty;388;2.0
889;Beauty;476;2.3
890;Home & Kitchen;525;2.6
891;Beauty;981;3.9
892;Electronics;155;4.5
893;Electronics;521;3.5
894;Home & Kitchen;151;3.2
895;Clothing;740;2.0
896;Electronics;246;4.9
897;Clothing;396;3.7
898;Home & Kitchen;666;4.5
899;Electronics;684;3.7
900;Electronics;504;4.1
901;Home & Kitchen;418;3.9
902;Electronics;545;2.7
903;Beauty;337;4.9
904;Electronics;588;3.9
905;Home & Kitchen;259;4.3
906;Electronics;740;2.4
907;Clothing;935;2.8
908;Home & Kitchen;161;1.2
909;Home & Kitchen;675;3.6
910;Beauty;124;3.0
911;Electronics;971;4.1
912;Clothing;439;2.8
913;Beauty;636;4.6
914;Home & Kitchen;638;1.6
915;Clothing;851;3.5
916;Clothing;964;1.6
917;Beauty;895;2.0
918;Home & Kitchen;470;4.5
919;Clothing;337;2.1
920;Clothing;290;1.8
921;Electronics;244;1.6
922;Home & Kitchen;206;2.4
923;Beauty;633;3.6
924;Clothing;397;4.0
925;Home & Kitchen;289;3.4
926;Home & Kitchen;938;1.5
927;Home & Kitchen;153;2.4
928;Home & Kitchen;692;4.8
929;Home & Kitchen;810;4.0
930;Home & Kitchen;90;2.8
931;Home & Kitchen;613;2.1
932;Home & Kitchen;690;4.1
933;Clothing;951;3.2
934;Home & Kitchen;364;1.3
935;Home & Kitchen;634;3.2
936;Electronics;535;2.0
937;Clothing;106;4.8
938;Clothing;387;1.9
939;Electronics;351;3.0
940;Beauty;295;1.8
941;Electronics;111;1.2
942;Clothing;480;2.3
943;Beauty;810;4.2
944;Clothing;239;1.9
945;Beauty;288;2.3
946;Beauty;445;1.6
947;Clothing;180;1.6
948;Clothing;605;4.7
949;Home & Kitchen;783;1.4
950;Electronics;720;2.5
951;Clothing;829;1.4
952;Clothing;191;4.0
953;Home & Kitchen;860;1.7
954;Beauty;730;4.6
955;Beauty;965;4.9
956;Clothing;791;2.5
957;Clothing;781;4.4
958;Electronics;593;3.7
959;Home & Kitchen;465;2.4
960;Clothing;891;4.2
961;Electronics;750;3.1
962;Home & Kitchen;169;4.0
963;Electronics;298;2.5
964;Beauty;28;2.5
965;Home & Kitchen;855;4.5
966;Home & Kitchen;580;3.7
967;Clothing;123;2.7
968;Beauty;859;2.2
969;Home & Kitchen;666;1.3
970;Electronics;554;4.7
971;Home & Kitchen;647;3.0
972;Electronics;540;3.6
973;Electronics;713;1.3
974;Home & Kitchen;94;3.7
975;Home & Kitchen;925;2.8
976;Home & Kitchen;991;2.5
977;Electronics;634;1.2
978;Home & Kitchen;79;2.9
979;Electronics;697;1.5
980;Home & Kitchen;46;3.9
981;Home & Kitchen;589;3.9
982;Home & Kitchen;966;4.8
983;Electronics;777;2.0
984;Electronics;665;2.2
985;Beauty;857;1.2
986;Electronics;363;2.2
987;Clothing;944;3.3
988;Home & Kitchen;684;2.1
989;Beauty;500;1.8
990;Home & Kitchen;831;2.2
991;Home & Kitchen;498;3.5
992;Electronics;365;3.8
993;Beauty;390;2.9
994;Clothing;28;4.4
995;Clothing;80;2.5
996;Home & Kitchen;51;2.1
997;Home & Kitchen;899;4.0
998;Home & Kitchen;227;3.1
