customer_id;product_id;purchase_date
2826;8127;2023-06-06
9120;135;2023-07-15
10965;4124;2023-01-06
8294;6269;2023-12-29
11736;8211;2023-03-05
9218;3691;2023-11-08
5102;4842;2023-05-25
8464;1237;2023-07-14
6297;1381;2023-04-15
9492;3462;2023-01-31
3112;8270;2023-03-15
2296;7233;2023-03-11
6340;9260;2023-04-21
1108;3819;2023-03-22
8312;7855;2023-02-13
2565;4718;2023-01-21
7100;3235;2023-04-21
7487;4898;2023-08-21
7108;9774;2023-06-04
1252;7575;2023-05-17
11773;7718;2023-10-04
496;7604;2023-09-15
5580;4828;2023-08-15
7797;9005;2023-02-07
9308;7718;2023-05-11
4746;47;2023-11-20
11377;4064;2023-07-07
970;9235;2023-01-12
5423;8285;2023-12-02
191;8091;2023-06-26
750;8564;2023-06-21
3446;4687;2023-07-08
2032;3844;2023-03-24
6137;9358;2023-08-10
6057;7249;2023-09-18
2399;2019;2023-09-13
8479;5182;2023-08-08
3979;5571;2023-04-02
1174;7088;2023-06-17
11336;4633;2023-05-20
2769;4804;2023-06-12
1983;7159;2023-01-05
9611;9519;2023-09-15
7110;4579;2023-05-18
7551;4833;2023-07-01
9583;3005;2023-08-03
2023;5604;2023-12-24
5298;4260;2023-06-04
3222;2425;2023-02-02
5160;6620;2023-11-29
9420;2018;2023-06-22
7890;3268;2023-05-05
4627;4607;2023-06-20
6799;6955;2023-06-23
4035;7295;2023-08-06
39;8419;2023-08-19
1404;4994;2023-07-11
2950;8046;2023-03-19
11225;5194;2023-05-02
7622;567;2023-11-05
2684;3733;2023-12-25
10120;2224;2023-11-04
3499;7332;2023-08-09
1155;8935;2023-02-10
6111;6692;2023-12-22
10001;4300;2023-09-18
6112;2833;2023-09-09
2959;3186;2023-12-27
5733;8060;2023-08-11
10306;6615;2023-09-10
938;3300;2023-03-30
3114;3652;2023-07-18
9902;3333;2023-10-28
1752;7325;2023-08-30
5355;5433;2023-06-07
2410;4473;2023-07-11
4907;5504;2023-01-26
10962;8853;2023-10-23
825;9042;2023-12-29
9859;4079;2023-08-31
697;9444;2023-04-13
1886;1125;2023-06-05
3222;3209;2023-03-22
6800;4926;2023-06-14
10955;1435;2023-09-22
113;5955;2023-11-09
2629;8638;2023-11-14
11681;3634;2023-09-08
757;8864;2023-10-28
8581;5288;2023-01-25
9468;7370;2023-04-02
3611;7642;2023-01-09
5422;9122;2023-12-18
9475;4252;2023-05-30
10264;1709;2023-06-25
2459;211;2023-03-12
10310;4711;2023-10-28
8695;2947;2023-09-16
8715;2858;2023-10-10
10889;5433;2023-09-07
6679;4533;2023-11-04
7963;2293;2023-06-02
2236;4692;2023-05-18
3320;8981;2023-11-12
7610;6217;2023-08-15
5365;9040;2023-02-07
10106;5785;2023-04-06
9516;6834;2023-04-19
9796;9559;2023-10-29
4459;196;2023-10-21
10035;7236;2023-02-03
6357;5943;2023-07-25
10755;914;2023-10-01
2288;2046;2023-07-19
10738;3170;2023-03-27
9321;9311;2023-09-26
10803;5269;2023-02-21
3911;1664;2023-08-15
9878;6811;2023-05-16
2053;7930;2023-12-14
2680;8006;2023-02-04
9674;3496;2023-12-06
1874;5263;2023-12-03
11031;9266;2023-07-16
8398;5100;2023-06-07
6249;8674;2023-06-29
379;9241;2023-01-26
2537;3046;2023-03-30
2234;5521;2023-02-24
11162;1413;2023-08-04
5080;2184;2023-03-16
10210;7241;2023-06-26
11707;5408;2023-12-24
5638;1115;2023-08-14
7346;4272;2023-10-21
6220;9879;2023-09-27
4631;7933;2023-03-26
1165;4946;2023-12-22
2719;124;2023-08-19
5936;570;2023-06-14
8632;2088;2023-11-04
8221;8106;2023-01-10
2314;5035;2023-03-25
5057;7331;2023-01-15
11426;2841;2023-11-21
5076;6239;2023-07-30
8796;7605;2023-04-20
9725;9923;2023-05-19
1398;646;2023-11-28
11553;9446;2023-01-31
10436;319;2023-12-07
4116;6867;2023-11-10
4088;9234;2023-01-23
3910;7354;2023-04-15
9570;611;2023-10-10
7877;6837;2023-12-23
7121;3731;2023-12-24
9399;7303;2023-03-01
6072;1209;2023-11-07
11093;8637;2023-10-11
3752;2807;2023-01-06
3728;1176;2023-03-10
6521;2654;2023-03-12
5978;3905;2023-01-07
9841;7769;2023-11-15
11173;6517;2023-12-01
2090;567;2023-03-20
7073;1439;2023-11-29
4974;9143;2023-12-01
9770;9985;2023-05-22
7290;6063;2023-03-07
1838;2362;2023-01-02
3591;1715;2023-08-02
7147;4936;2023-08-21
6573;4519;2023-01-26
3797;6357;2023-12-31
4060;828;2023-10-27
7127;6717;2023-01-05
11317;6702;2023-12-07
11793;5905;2023-05-18
11105;646;2023-09-20
8922;5980;2023-04-19
3534;4426;2023-11-27
9177;8937;2023-11-04
9909;387;2023-08-13
11134;6183;2023-03-17
8625;6878;2023-02-03
11640;4472;2023-09-01
7314;8987;2023-12-14
4525;3443;2023-02-26
5211;444;2023-08-02
5849;5188;2023-09-09
4875;8001;2023-06-12
4090;4349;2023-08-19
9267;4210;2023-07-07
430;2175;2023-01-14
7204;4517;2023-08-15
1861;6798;2023-05-08
1601;4212;2023-08-09
10379;8926;2023-05-10
8646;6582;2023-01-30
5659;9195;2023-04-03
558;2543;2023-12-05
8850;7962;2023-08-13
10257;9765;2023-06-13
4131;509;2023-11-20
2367;9459;2023-03-26
4971;7770;2023-12-11
2673;3594;2023-03-09
7678;5868;2023-07-28
3363;1156;2023-01-19
7520;2915;2023-02-11
3786;2234;2023-09-14
6769;5305;2023-12-02
8089;2554;2023-01-13
3917;6011;2023-05-14
2713;776;2023-07-04
4389;3890;2023-12-21
3848;8397;2023-11-20
7555;7137;2023-07-10
6100;2271;2023-08-07
11716;5089;2023-01-20
6336;4648;2023-10-20
7684;9304;2023-11-04
8125;721;2023-01-04
1335;1780;2023-04-19
10523;2156;2023-10-29
1139;9705;2023-05-06
10005;2959;2023-12-08
9503;5724;2023-04-30
2795;7262;2023-07-20
2699;159;2023-09-05
1332;5651;2023-08-24
5369;8889;2023-03-21
11004;319;2023-11-24
5061;7610;2023-02-06
7742;5538;2023-06-19
1118;4158;2023-05-16
2821;3226;2023-12-24
9630;2217;2023-05-08
8460;6904;2023-10-22
10263;5816;2023-10-17
1103;4528;2023-01-27
1700;3870;2023-06-10
2862;6208;2023-06-11
3336;7905;2023-06-12
9596;6903;2023-04-18
11112;344;2023-08-16
8811;5146;2023-07-12
11495;4552;2023-07-21
8111;2261;2023-12-09
9635;1578;2023-12-21
3198;5216;2023-11-23
5319;2137;2023-11-04
11605;8679;2023-09-12
3433;7004;2023-10-02
10234;7755;2023-12-28
3880;650;2023-01-16
10908;7688;2023-11-30
5026;1843;2023-09-17
11764;5884;2023-07-09
4560;5617;2023-05-10
11671;2354;2023-12-20
909;106;2023-11-15
304;6562;2023-04-05
5784;7170;2023-02-18
9691;4865;2023-01-01
3306;9516;2023-08-28
6612;6971;2023-03-14
10016;8830;2023-11-24
7349;29;2023-07-16
4368;1276;2023-05-06
5595;251;2023-07-15
2645;9471;2023-06-04
1756;9976;2023-03-07
9461;3038;2023-06-04
10168;4210;2023-12-24
1378;4208;2023-07-16
3421;6746;2023-08-17
9005;6230;2023-11-28
6899;9569;2023-08-14
4081;6475;2023-09-19
10162;9751;2023-10-06
1967;9719;2023-08-01
6900;1215;2023-08-05
5837;1462;2023-12-06
11073;356;2023-05-04
7675;8786;2023-06-27
273;2270;2023-12-28
6023;1831;2023-01-18
6788;7301;2023-03-12
7089;3010;2023-11-15
11545;8922;2023-11-30
10838;1081;2023-06-03
4244;892;2023-04-28
1013;2885;2023-11-03
1007;6852;2023-04-02
11286;7210;2023-04-04
9186;3928;2023-03-06
6478;5639;2023-04-27
8104;6375;2023-07-05
4189;8975;2023-04-20
10576;1497;2023-10-17
11745;211;2023-02-06
6639;3830;2023-07-21
7478;9382;2023-08-31
932;9712;2023-06-16
1855;1564;2023-10-24
1281;9155;2023-09-07
5063;3058;2023-09-19
2158;4753;2023-01-17
1308;2794;2023-12-04
2051;7375;2023-08-02
8126;8776;2023-01-27
2220;8911;2023-05-03
10716;6056;2023-07-18
4880;2589;2023-09-07
9561;1195;2023-12-18
886;4469;2023-08-02
7956;1672;2023-12-12
675;7308;2023-11-09
762;4431;2023-07-27
8532;7012;2023-11-15
4114;6363;2023-01-11
10789;6223;2023-01-18
11270;1098;2023-04-25
5054;6241;2023-10-08
5991;8183;2023-09-09
11807;3752;2023-08-21
1069;4872;2023-08-31
10498;4281;2023-06-18
9962;3677;2023-08-14
11098;9091;2023-09-15
28;5740;2023-09-06
11418;9390;2023-12-22
11565;8276;2023-10-14
5654;2178;2023-12-28
3968;5114;2023-01-17
8254;1494;2023-12-17
3046;1428;2023-02-04
11216;3151;2023-05-28
202;7056;2023-09-29
3576;6817;2023-09-23
3820;4872;2023-01-24
8408;8847;2023-03-28
10023;4968;2023-01-27
5169;6468;2023-03-20
11705;990;2023-02-12
10432;9895;2023-12-04
6219;3178;2023-04-01
10497;8907;2023-10-03
7077;5431;2023-05-20
10542;2445;2023-06-12
9672;3492;2023-10-10
10954;3923;2023-11-11
4003;3253;2023-05-10
2019;6398;2023-07-07
8533;3093;2023-09-15
2455;5355;2023-02-15
6249;4376;2023-04-03
8190;2467;2023-12-10
593;3007;2023-08-26
7753;6699;2023-04-26
7437;2874;2023-07-12
6226;9201;2023-12-12
7200;175;2023-02-04
389;7873;2023-05-11
4763;4217;2023-10-22
3992;9288;2023-08-18
1016;5988;2023-03-08
11214;9266;2023-03-15
8992;5718;2023-03-20
3656;402;2023-05-09
2880;6194;2023-07-10
4994;7352;2023-09-25
1688;5965;2023-02-18
777;1313;2023-03-22
736;2194;2023-08-30
4280;2336;2023-10-25
8773;2312;2023-09-01
9258;4466;2023-09-15
6415;4559;2023-11-28
5038;2551;2023-09-22
10813;2061;2023-04-22
3952;5705;2023-03-21
760;9235;2023-07-06
7440;5802;2023-11-18
9426;3262;2023-09-13
10807;8070;2023-05-16
2464;5030;2023-04-01
3157;7566;2023-01-07
7854;388;2023-09-20
717;8682;2023-05-12
10189;2894;2023-04-18
5080;383;2023-11-22
8224;5260;2023-05-26
9744;4333;2023-01-05
2958;2165;2023-07-14
2589;3837;2023-05-05
2028;6444;2023-05-26
8136;3396;2023-03-10
9823;9881;2023-10-11
432;3155;2023-03-27
9491;8516;2023-12-04
11665;5087;2023-05-22
3275;4441;2023-03-08
9314;7779;2023-03-30
9369;3557;2023-11-06
1803;7505;2023-06-17
1865;836;2023-02-07
2613;3726;2023-05-10
2486;766;2023-10-25
978;6823;2023-12-05
7799;8470;2023-11-17
1826;887;2023-08-27
1352;1732;2023-06-02
4031;634;2023-10-22
6468;4931;2023-07-12
818;1761;2023-08-12
9337;4858;2023-11-29
802;9594;2023-11-27
10397;4242;2023-11-12
2286;8079;2023-10-21
8034;2642;2023-09-12
1267;8836;2023-11-29
4425;5289;2023-06-05
10535;8013;2023-06-09
1556;3825;2023-11-18
442;1113;2023-08-21
2050;3413;2023-04-29
8857;3546;2023-03-16
1852;9942;2023-07-10
10043;8416;2023-06-18
6437;1754;2023-09-15
299;6066;2023-05-19
2657;3323;2023-02-27
11614;9424;2023-11-24
2177;3347;2023-03-22
5663;3382;2023-02-17
2346;6085;2023-02-20
250;3579;2023-06-10
1025;8233;2023-08-20
2781;1921;2023-01-23
4446;1315;2023-11-22
7866;280;2023-11-23
1018;5893;2023-12-22
9777;6432;2023-06-21
7108;4419;2023-04-24
135;6708;2023-08-30
5074;1934;2023-12-19
7551;5821;2023-08-09
1025;3295;2023-07-08
7326;1085;2023-03-26
3443;5789;2023-12-21
10421;2987;2023-02-05
4564;2842;2023-03-09
11457;4419;2023-04-07
283;2674;2023-01-29
2122;8670;2023-01-02
10943;7920;2023-06-05
5475;1372;2023-04-10
9981;174;2023-05-19
7461;7732;2023-06-30
7659;9686;2023-04-23
9366;4005;2023-02-11
